,station_id,station_nom,diff_mean,station_capacity,Coordonnées géographiques,lat,lon,mecanique_dispo_nb,electrique_dispo_nb,mecanique_ratio,electrique_ratio
415,16010,Belles Feuilles - Place de Mexico,-7,23,"48.86580474647378,2.282920628786087",48.86580474647378,2.282920628786087,0,0,,
416,16011,Victor Hugo - La Pompe,-45,41,"48.86795222470859,2.28146318346262",48.86795222470859,2.28146318346262,0,2,0.0,1.0
417,16013,Mairie du 16ème,-100,35,"48.863936848471994,2.2765953093767166",48.863936848471994,2.2765953093767166,2,0,1.0,0.0
418,16014,Eylau - Trocadéro,-62,24,"48.863354122370744,2.2864209115505223",48.863354122370744,2.2864209115505223,3,2,0.6,0.4
419,16015,Bassano -  Iéna,-28,15,"48.868144510482075,2.296149600985935",48.868144510482075,2.296149600985935,1,0,1.0,0.0
420,16016,Paul Doumer - La Tour,-120,34,"48.860116109626574,2.280840481911055",48.860116109626574,2.280840481911055,0,1,0.0,1.0
421,16017,Siam - La Pompe,-25,16,"48.861720329027264,2.275346568555312",48.861720329027264,2.275346568555312,0,0,,
422,16018,Flandrin - Henri Martin,-26,18,"48.8643275,2.2724174",48.8643275,2.2724174,0,0,,
423,16019,Porte de la Muette,-36,36,"48.86302317841182,2.2687188170157406",48.86302317841182,2.2687188170157406,0,2,0.0,1.0
424,16020,Place de la Porte de Passy,-36,36,"48.857341095470794,2.2644165538827115",48.857341095470794,2.2644165538827115,6,3,0.67,0.33
425,16021,François Ponsard - La Muette,-157,23,"48.8583666,2.2744515",48.8583666,2.2744515,1,3,0.25,0.75
426,16022,Jean Bologne - Passy,-135,19,"48.857566889784465,2.280027395306772",48.857566889784465,2.280027395306772,0,0,,
427,16023,Passy - Place du Costa Rica,-153,33,"48.8584893,2.2839655",48.8584893,2.2839655,13,10,0.57,0.43
428,16024,Ranelagh - Maison de la Radio,74,22,"48.85293603169479,2.280449643731117",48.85293603169479,2.280449643731117,5,1,0.83,0.17
429,16025,Jean de la Fontaine - Boulainvilliers,19,68,"48.85264791461651,2.2758664190769196",48.85264791461651,2.2758664190769196,7,4,0.64,0.36
430,16026,Ranelagh - Mozart,22,23,"48.8554439,2.2704418",48.8554439,2.2704418,3,2,0.6,0.4
431,16027,Mozart - Jasmin,-127,62,"48.85286124871689,2.268483570651513",48.85286124871689,2.268483570651513,2,3,0.4,0.6
432,16029,Maison de Radio - France,-7,47,"48.85132886434057,2.277785539627075",48.85132886434057,2.277785539627075,15,3,0.83,0.17
433,16030,Place de Barcelone - Mirabeau,57,55,"48.84762302736417,2.2735664248466496",48.84762302736417,2.2735664248466496,19,0,1.0,0.0
434,16031,Vignes - Boulainvilliers,-68,21,"48.856399483950504,2.275240458548069",48.856399483950504,2.275240458548069,2,0,1.0,0.0
435,16032,Eglise d'Auteuil,20,21,"48.84749841771691,2.26848387135299",48.84749841771691,2.26848387135299,0,0,,
436,16033,Marché d'Auteuil,-12,32,"48.84842761367387,2.265253821160005",48.84842761367387,2.265253821160005,10,1,0.91,0.09
437,16034,Porte d'Auteuil,68,33,"48.8479394142243,2.2608396783471107",48.8479394142243,2.2608396783471107,2,1,0.67,0.33
438,16036,Porte Molitor,94,60,"48.84524763511433,2.2569015249609947",48.84524763511433,2.2569015249609947,3,1,0.75,0.25
439,16037,Molitor - Michel-Ange,-35,52,"48.845182081538034,2.26211277356597",48.845182081538034,2.26211277356597,0,1,0.0,1.0
440,16038,Molitor - Chardon-Lagache,-37,34,"48.84520880183234,2.2656840831041336",48.84520880183234,2.2656840831041336,1,0,1.0,0.0
441,16039,Exelmans - Versailles,-56,49,"48.84097491091973,2.264390252530575",48.84097491091973,2.264390252530575,3,3,0.5,0.5
442,16040,Exelmans - Michel-Ange,83,33,"48.84309486651855,2.2597770800669053",48.84309486651855,2.2597770800669053,0,2,0.0,1.0
443,16041,Versailles - Claude Terrasse,18,46,"48.84021933807409,2.263834191152959",48.84021933807409,2.263834191152959,4,4,0.5,0.5
444,16042,Murat - Porte de Saint-Cloud,52,38,"48.83750862621299,2.2577651962637906",48.83750862621299,2.2577651962637906,12,2,0.86,0.14
445,16043,Place de Passy,7,15,"48.85780291711202,2.277500546942199",48.85780291711202,2.277500546942199,3,1,0.75,0.25
446,16044,Porte de Saint Cloud - Parc des Princes,24,32,"48.83866275706582,2.2525164484977727",48.83866275706582,2.2525164484977727,4,4,0.5,0.5
447,16101,Malakoff - Place de la Porte Maillot,-40,31,"48.876733496637506,2.2834577411413193",48.876733496637506,2.2834577411413193,0,0,,
448,16102,Pergolèse - Marbeau,-6,27,"48.87356870686902,2.281512522529856",48.87356870686902,2.281512522529856,0,1,0.0,1.0
449,16103,Traktir - Foch,2,22,"48.87275533461363,2.2915497802487077",48.87275533461363,2.2915497802487077,2,5,0.29,0.71
450,16104,Paul Valery - Victor Hugo,-72,35,"48.87137406080164,2.2887128591537476",48.87137406080164,2.2887128591537476,1,1,0.5,0.5
451,16105,Crevaux - Bugeaud,-3,31,"48.870809428669546,2.281149007691853",48.870809428669546,2.281149007691853,0,0,,
452,16107,Benjamin Godard - Victor Hugo,-24,35,"48.865983,2.275725",48.865983,2.275725,2,2,0.5,0.5
453,16108,Sablons - Georges Mandel,-90,38,"48.863875,2.28189",48.863875,2.28189,0,1,0.0,1.0
454,16110,Octave Feuillet - Albéric Magnard,-41,21,"48.86106902949534,2.2730283066630363",48.86106902949534,2.2730283066630363,1,0,1.0,0.0
455,16111,Faustin Hélie - Desbordes-Valmore,-28,33,"48.859403,2.276522",48.859403,2.276522,1,2,0.33,0.67
456,16112,Chernoviz - Raynouard,-80,37,"48.8569864146289,2.282173218142987",48.8569864146289,2.282173218142987,0,0,,
457,16115,Raffet - Montmorency,21,42,"48.85258670812,2.2629252456151954",48.85258670812,2.2629252456151954,1,3,0.25,0.75
458,16116,George Sand - Jean de La Fontaine,12,29,"48.84986918764119,2.268257387525699",48.84986918764119,2.268257387525699,3,2,0.6,0.4
459,16118,Michel-Ange - Parent de Rosan,45,26,"48.840579923690115,2.2584119439125065",48.840579923690115,2.2584119439125065,0,0,,
460,16121,Jardin d'Acclimatation,-9,33,"48.878772242510465,2.270772233605385",48.878772242510465,2.270772233605385,7,10,0.41,0.59
461,16122,Route de la Muette - Porte de Neuilly,-12,50,"48.8798926,2.2587671",48.8798926,2.2587671,11,3,0.79,0.21
462,16123,Mahatma Gandhi,2,26,"48.876356,2.264205",48.876356,2.264205,6,14,0.3,0.7
463,16124,Route de Sèvres - Porte de Bagatelle,-2,66,"48.87525984132485,2.249415814876557",48.87525984132485,2.249415814876557,58,2,0.97,0.03
464,16129,Ceinture du Lac Inferieure - Saint-Cloud,-32,42,"48.86218070933143,2.2617871686816216",48.86218070933143,2.2617871686816216,5,2,0.71,0.29
465,16136,Théophile Gautier - François Millet,36,30,"48.85034821320644,2.273029983043671",48.85034821320644,2.273029983043671,3,4,0.43,0.57
466,16138,Saint-Cloud - Hippodrome,-7,30,"48.85772148887421,2.2549109905958176",48.85772148887421,2.2549109905958176,6,2,0.75,0.25
467,16139,Suresnes - Muette à Neuilly,-4,30,"48.86857040434825,2.266000919044018",48.86857040434825,2.266000919044018,3,3,0.5,0.5
468,17001,Guy Môquet - Saint-Ouen,-48,53,"48.892777719023975,2.3270335793495183",48.892777719023975,2.3270335793495183,3,3,0.5,0.5
469,17003,Jacques Kellner - Saint-Ouen,-69,45,"48.895809485802886,2.327897409164145",48.895809485802886,2.327897409164145,1,0,1.0,0.0
470,17004,Legendre - Clichy,21,40,"48.88896161855884,2.322528975094376",48.88896161855884,2.322528975094376,0,1,0.0,1.0
471,17005,Brochant - Clichy,40,53,"48.89032998912038,2.319730559929781",48.89032998912038,2.319730559929781,0,0,,
472,17006,Guy Môquet - Compoint,42,36,"48.89213559044868,2.32321947813034",48.89213559044868,2.32321947813034,0,0,,
473,17007,Navier - Epinettes,-40,36,"48.89587780769155,2.3226776719093327",48.89587780769155,2.3226776719093327,2,6,0.25,0.75
474,17008,Porte Pouchet-Bessières,17,23,"48.8978765,2.3230632",48.8978765,2.3230632,1,1,0.5,0.5
475,17009,Paul Bodin - Clichy,-55,34,"48.89239614618928,2.317142598330975",48.89239614618928,2.317142598330975,3,1,0.75,0.25
476,17010,Jonquière - Docteur Paul Brousse,49,40,"48.894799816683985,2.318705212173216",48.894799816683985,2.318705212173216,1,2,0.33,0.67
477,17011,Fragonard - Porte de Clichy,105,56,"48.89415563341899,2.314389310777188",48.89415563341899,2.314389310777188,5,1,0.83,0.17
478,17012,Mairie du 17ème,26,24,"48.88416184871573,2.322079431103719",48.88416184871573,2.322079431103719,1,0,1.0,0.0
479,17013,Legendre - Dulong,-49,23,"48.885325169402904,2.316423766314984",48.885325169402904,2.316423766314984,1,1,0.5,0.5
480,17015,Place de Lévis,-46,48,"48.883546851533254,2.3131933808326726",48.883546851533254,2.3131933808326726,0,2,0.0,1.0
481,17016,Brochant - Square des Batignolles,-126,31,"48.88818698581028,2.316861143151153",48.88818698581028,2.316861143151153,0,0,,
482,17017,Gare de Pont-Cardinet,-198,34,"48.88713901475306,2.314494143994255",48.88713901475306,2.314494143994255,1,2,0.33,0.67
483,17018,Parc Monceau,-81,18,"48.88107791412864,2.3095492646098137",48.88107791412864,2.3095492646098137,0,2,0.0,1.0
484,17019,Phalsbourg - Villiers,-90,20,"48.88242307900951,2.3090453445911407",48.88242307900951,2.3090453445911407,2,1,0.67,0.33
485,17020,Jouffroy d'Abbans - Malesherbes,-8,27,"48.8850134,2.3070717",48.8850134,2.3070717,0,0,,
486,17021,Jouffroy d'Abbans - Villiers,-48,34,"48.88421554703737,2.3056533560156827",48.88421554703737,2.3056533560156827,1,1,0.5,0.5
487,17022,Pereire - Place de Wagram,-58,46,"48.887070607581215,2.304111124531457",48.887070607581215,2.304111124531457,0,6,0.0,1.0
488,17023,Porte d'Asnières,10,36,"48.89035817610495,2.3036286234855656",48.89035817610495,2.3036286234855656,0,2,0.0,1.0
489,17024,Villiers - Batignolles,-52,23,"48.88125253846116,2.31653843075037",48.88125253846116,2.31653843075037,3,3,0.5,0.5
490,17025,Chazelles - Courcelles,-23,35,"48.879406604954,2.3034455627202988",48.879406604954,2.3034455627202988,0,1,0.0,1.0
491,17026,Jouffroy d'Abbans - Wagram,8,40,"48.881973298351625,2.301132157444954",48.881973298351625,2.301132157444954,0,1,0.0,1.0
492,17027,Place du Maréchal Juin - Péreire,-25,46,"48.885263,2.298286",48.885263,2.298286,0,0,,
493,17028,Reims - Raymond Pitet,-31,37,"48.8888,2.296319",48.8888,2.296319,2,2,0.5,0.5
494,17029,Pierre Demours - Laugier,6,37,"48.8813072,2.294846",48.8813072,2.294846,0,1,0.0,1.0
495,17030,Pereire - Rennequin,-40,23,"48.88364782887555,2.2952447086572647",48.88364782887555,2.2952447086572647,5,1,0.83,0.17
496,17031,Place de la Porte de Champerret,-43,28,"48.88561741628322,2.290781411279206",48.88561741628322,2.290781411279206,2,0,1.0,0.0
497,17032,Jean Oestreicher - Porte de Champerret,-19,21,"48.88655580065981,2.288640439510346",48.88655580065981,2.288640439510346,0,0,,
498,17036,Place Tristan Bernard,-41,28,"48.8791964,2.2915403",48.8791964,2.2915403,1,1,0.5,0.5
499,17037,Bayen - Pereire,24,22,"48.881804409079656,2.2921088710427284",48.881804409079656,2.2921088710427284,2,4,0.33,0.67
500,17038,Grande Armée - Brunel,14,62,"48.876116,2.288124",48.876116,2.288124,3,2,0.6,0.4
501,17039,Place Saint-Ferdinand,-9,38,"48.87815529789739,2.288518047864942",48.87815529789739,2.288518047864942,2,0,1.0,0.0
502,17040,Pereire - Ternes,-38,48,"48.87973954830735,2.288012132048607",48.87973954830735,2.288012132048607,0,0,,
503,17042,Porte Maillot - Pereire,0,52,"48.877775,2.284444",48.877775,2.284444,0,1,0.0,1.0
504,17044,Porte de Saint-Ouen - Bessières,-181,42,"48.89792240854517,2.32851451022192",48.89792240854517,2.32851451022192,14,12,0.54,0.46
505,17045,Place des Ternes.,-6,46,"48.878438631226516,2.297727763652802",48.878438631226516,2.297727763652802,1,1,0.5,0.5
506,17046,Mac-Mahon - Brey,-28,25,"48.877532084130166,2.294512536052928",48.877532084130166,2.294512536052928,0,7,0.0,1.0
507,17047,Courcelles - Pierre Demours,11,26,"48.883769733273496,2.29858466343129",48.883769733273496,2.29858466343129,2,3,0.4,0.6
508,17048,De Toqueville - Terrasse,-146,30,"48.882428,2.314002",48.882428,2.314002,3,0,1.0,0.0
509,17050,Batignolles - Abel Truchet,-67,28,"48.88310390458221,2.323834749088381",48.88310390458221,2.323834749088381,0,1,0.0,1.0
510,17104,Jardin Marguerite Long,-3,22,"48.8816985773914,2.2836575657129288",48.8816985773914,2.2836575657129288,6,4,0.6,0.4
511,17105,Place Madeleine Daniélou,-14,42,"48.883498,2.282015",48.883498,2.282015,1,5,0.17,0.83
512,17107,Berthier - Place Stuart Merril,-12,37,"48.885927922355044,2.2933450341224675",48.885927922355044,2.2933450341224675,3,1,0.75,0.25
513,17108,Bessières - Porte de Clichy,-61,33,"48.89611762451474,2.31790903955698",48.89611762451474,2.31790903955698,16,2,0.89,0.11
514,17110,Legendre - Nollet,3,30,"48.887742186754224,2.320293079881375",48.887742186754224,2.320293079881375,0,0,,
515,17111,Lemercier - Cardinet,-8,24,"48.890097168851746,2.317377626895905",48.890097168851746,2.317377626895905,3,0,1.0,0.0
516,17116,Reims - Porte d'Asnières,21,26,"48.891834448210986,2.300144659954865",48.891834448210986,2.300144659954865,3,1,0.75,0.25
517,17117,Pereire - Saussure,-30,32,"48.88822907547811,2.310129627585411",48.88822907547811,2.310129627585411,1,2,0.33,0.67
518,17119,Toqueville - Cardinet,-21,33,"48.88490187110713,2.3109393194317818",48.88490187110713,2.3109393194317818,0,0,,
519,17121,Square des Epinettes,15,20,"48.89383909781389,2.325953990221024",48.89383909781389,2.325953990221024,0,0,,
520,17122,Bridaine - Lamandé,-40,29,"48.8862074,2.3206239",48.8862074,2.3206239,0,0,,
521,17123,Mstislav Rostropovitch - Berthier,8,18,"48.892120821173975,2.309234105050564",48.892120821173975,2.309234105050564,8,2,0.8,0.2
522,17124,Porte de Saint-Ouen - Henri Huchard,9,26,"48.898708366365064,2.3295360803604126",48.898708366365064,2.3295360803604126,2,16,0.11,0.89
523,17125,Marie-Georges Picquart - Pereire,-28,32,"48.88863669349711,2.3111706599593163",48.88863669349711,2.3111706599593163,1,1,0.5,0.5
524,18001,Damrémont - Caulaincourt,-232,18,"48.88714509078738,2.3325880989432335",48.88714509078738,2.3325880989432335,0,0,,
525,18003,Cimetière de Montmartre,-241,43,"48.886472466141925,2.3328901827335358",48.886472466141925,2.3328901827335358,0,0,,
526,18004,Place des Abbesses,-39,12,"48.884542726149725,2.3386867716908455",48.884542726149725,2.3386867716908455,3,2,0.6,0.4
527,18005,Tardieu - Chappe,-201,18,"48.88414675978186,2.3418454080820084",48.88414675978186,2.3418454080820084,0,3,0.0,1.0
528,18006,Square Louise Michel,-122,36,"48.88468735450907,2.3441386967897415",48.88468735450907,2.3441386967897415,2,4,0.33,0.67
529,18007,Goutte d'or - Barbès,9,20,"48.88512432362698,2.349696233868599",48.88512432362698,2.349696233868599,1,5,0.17,0.83
530,18008,Square Léon,-37,33,"48.88667396788626,2.353205569088459",48.88667396788626,2.353205569088459,0,3,0.0,1.0
531,18009,Jean-François Lépine - Stephenson,14,22,"48.88611466796807,2.356855627529275",48.88611466796807,2.356855627529275,0,0,,
532,18010,Riquet - Marx Dormoy,133,29,"48.89021003702031,2.3601756244897842",48.89021003702031,2.3601756244897842,0,1,0.0,1.0
533,18011,Pajol - Place Herbert,61,39,"48.8927825,2.3635598",48.8927825,2.3635598,1,2,0.33,0.67
534,18012,Stephenson - Doudeauville,58,36,"48.888537048944826,2.3561610281467438",48.888537048944826,2.3561610281467438,2,1,0.67,0.33
535,18014,Léon - Doudeauville,39,13,"48.88832421845225,2.353573372638597",48.88832421845225,2.353573372638597,0,0,,
536,18015,Custine - Ramey,-193,41,"48.888735896947054,2.3469526693224907",48.888735896947054,2.3469526693224907,1,3,0.25,0.75
537,18016,Francoeur - Caulaincourt,-101,34,"48.8899944409612,2.342529706656933",48.8899944409612,2.342529706656933,0,2,0.0,1.0
538,18017,Caulaincourt - Place Constantin Pecqueur,-228,44,"48.8896779050281,2.33817871442611",48.8896779050281,2.33817871442611,0,1,0.0,1.0
539,18018,Carpeaux - Place Jacques Froment,-24,19,"48.8906542,2.3309428",48.8906542,2.3309428,0,0,,
540,18019,Square Raymond Souplex,-119,52,"48.89183721478911,2.335426103165901",48.89183721478911,2.335426103165901,1,2,0.33,0.67
541,18020,Francoeur - Marcadet,-29,20,"48.89104123261663,2.340014585442034",48.89104123261663,2.340014585442034,0,0,,
542,18021,Marcadet - Ramey,-31,21,"48.890875,2.3449019",48.890875,2.3449019,0,0,,
543,18022,Marcadet - Barbès,-96,37,"48.89045112096476,2.349057392968696",48.89045112096476,2.349057392968696,0,0,,
544,18023,Ordener - Poissonniers,-37,35,"48.891213890844654,2.351288666219873",48.891213890844654,2.351288666219873,0,2,0.0,1.0
545,18024,Clignancourt - Ordener,-70,35,"48.891457726153774,2.348636478060487",48.891457726153774,2.348636478060487,0,0,,
546,18025,Mairie du 18ème,-175,40,"48.892939296937605,2.3445510864257812",48.892939296937605,2.3445510864257812,0,13,0.0,1.0
547,18026,Ruisseau - Ordener,-105,35,"48.89299462568024,2.340144887566567",48.89299462568024,2.340144887566567,0,3,0.0,1.0
548,18027,Damrémont - Ordener,-35,30,"48.893400392981874,2.336266523912805",48.893400392981874,2.336266523912805,1,7,0.12,0.88
549,18028,Championnet - Vauvenargues,-3,33,"48.89401874744574,2.3319872841238976",48.89401874744574,2.3319872841238976,1,0,1.0,0.0
550,18029,Emile Blemont - Poteau,18,39,"48.8943782,2.3415122",48.8943782,2.3415122,0,3,0.0,1.0
551,18030,Joseph Dijon - Ornano,-82,37,"48.89374453351521,2.3476678133010864",48.89374453351521,2.3476678133010864,1,3,0.25,0.75
552,18031,Place Albert Kahn,-98,46,"48.8957969797804,2.345585584134864",48.8957969797804,2.345585584134864,0,3,0.0,1.0
553,18032,Porte de Clignancourt.,-91,56,"48.897488,2.343996",48.897488,2.343996,2,11,0.15,0.85
554,18033,Belliard - Damrémont,-60,34,"48.89669238777841,2.338023450388167",48.89669238777841,2.338023450388167,1,2,0.33,0.67
555,18034,Leibniz - Jean Dollfus,-60,32,"48.896328348515986,2.333390423834684",48.896328348515986,2.333390423834684,2,2,0.5,0.5
556,18035,René Binet - Porte de Montmartre,-6,37,"48.89905109950848,2.3365534096956253",48.89905109950848,2.3365534096956253,17,14,0.55,0.45
557,18038,Rond-Point de la Chapelle,34,49,"48.895126609314104,2.359971106052399",48.895126609314104,2.359971106052399,0,4,0.0,1.0
558,18039,Jardins d'Eole,8,20,"48.8869703,2.3668488",48.8869703,2.3668488,0,0,,
559,18041,Rochechouart - Martyrs,-25,20,"48.88219377957169,2.3405495658516884",48.88219377957169,2.3405495658516884,0,2,0.0,1.0
560,18042,Place Pigalle,-29,21,"48.8827555,2.3361566",48.8827555,2.3361566,1,4,0.2,0.8
561,18043,Clichy - Place Blanche,-32,20,"48.883601088297006,2.333223782479763",48.883601088297006,2.333223782479763,0,2,0.0,1.0
562,18044,Clichy - Douai,-100,32,"48.88411831886975,2.3287287354469304",48.88411831886975,2.3287287354469304,0,0,,
563,18045,Pierre Ginier - Clichy,-8,16,"48.8867667,2.326228",48.8867667,2.326228,0,2,0.0,1.0
564,18046,Etienne Jodelle - Saint Ouen,-162,33,"48.88794016394694,2.326124420314341",48.88794016394694,2.326124420314341,0,0,,
565,18047,St-Ouen - Lamarck,-115,45,"48.891083040295555,2.326735694839291",48.891083040295555,2.326735694839291,0,0,,
566,18049,Porte d'Aubervilliers,24,55,"48.89859661942376,2.3689722642302513",48.89859661942376,2.3689722642302513,7,14,0.33,0.67
567,18101,Championnet.,1,22,"48.8953643,2.3498166",48.8953643,2.3498166,0,1,0.0,1.0
568,18107,Chartres - La Charbonnière,-46,34,"48.8847601,2.3534657",48.8847601,2.3534657,0,2,0.0,1.0
569,18109,Pajol - Riquet,-24,47,"48.88960028134536,2.3628534749150276",48.88960028134536,2.3628534749150276,0,1,0.0,1.0
570,18110,Departement - Pajol,9,19,"48.886674849730184,2.3613611608743668",48.886674849730184,2.3613611608743668,0,1,0.0,1.0
571,18111,Félix Ziem - Armand Gauthier,-71,25,"48.88949630486821,2.333393658804396",48.88949630486821,2.333393658804396,1,1,0.5,0.5
572,18112,Arthur Ranc - Hôpital Bichat,-190,26,"48.8978712500682,2.333521842956543",48.8978712500682,2.333521842956543,6,2,0.75,0.25
573,18113,Lepic - Armée d'Orient,-306,24,"48.88753640381415,2.334307730197907",48.88753640381415,2.334307730197907,0,0,,
574,18114,Véron - Lepic,-138,23,"48.88526123395252,2.334559857845307",48.88526123395252,2.334559857845307,0,0,,
575,18134,Ney - Porte de Clignancourt,-20,25,"48.8978867,2.3458001",48.8978867,2.3458001,2,2,0.5,0.5
576,18135,Ney - Porte de Montmartre,56,24,"48.897918,2.3364872",48.897918,2.3364872,7,5,0.58,0.42
577,18136,Poulet - Barbès,-50,20,"48.887148,2.349064",48.887148,2.349064,0,2,0.0,1.0
578,18137,Poissonniers - Nord,-7,28,"48.892511213520656,2.3522228747606277",48.892511213520656,2.3522228747606277,1,3,0.25,0.75
579,18138,Ney - Charles Hermite,-1,20,"48.89874803977525,2.3645754531025887",48.89874803977525,2.3645754531025887,3,1,0.75,0.25
580,18139,Poissonniers - Championnet,41,28,"48.89543299733937,2.3530178144574165",48.89543299733937,2.3530178144574165,1,1,0.5,0.5
581,18140,Porte de Clignancourt - Ney,157,40,"48.899641123987095,2.344321422278881",48.899641123987095,2.344321422278881,18,12,0.6,0.4
582,18141,Clignancourt - Sofia,19,19,"48.88511992309783,2.34719488842051",48.88511992309783,2.34719488842051,2,3,0.4,0.6
583,18142,Jessaint - Marx Dormoy,-29,30,"48.88484543106364,2.358930408954621",48.88484543106364,2.358930408954621,0,2,0.0,1.0
584,18201,Tristan Tzara -  Tchaïkovski,9,33,"48.89490221746837,2.3648490384221077",48.89490221746837,2.3648490384221077,3,1,0.75,0.25
585,19001,Crimée - Ourcq,-52,56,"48.894104140316266,2.372946088467279",48.894104140316266,2.372946088467279,0,1,0.0,1.0
586,19002,Centquatre,-9,42,"48.88933353845543,2.3707854375243187",48.88933353845543,2.3707854375243187,0,2,0.0,1.0
587,19003,Quai de la Seine,-61,24,"48.884492238407525,2.3703941702842717",48.884492238407525,2.3703941702842717,2,3,0.4,0.6
588,19004,Quai de la Loire - Jean Jaurès,-13,16,"48.88339733854529,2.371074522980134",48.88339733854529,2.371074522980134,5,3,0.62,0.38
589,19005,Flandre - Riquet,0,21,"48.888013281448,2.3737595955229",48.888013281448,2.3737595955229,0,3,0.0,1.0
590,19006,Mathis - Flandre,-10,55,"48.8906429898976,2.3762554675340652",48.8906429898976,2.3762554675340652,1,2,0.33,0.67
591,19007,Flandre - Ourcq,6,30,"48.89260159189023,2.3790915682911873",48.89260159189023,2.3790915682911873,1,1,0.5,0.5
592,19008,Flandre - Alphonse Karr,41,26,"48.89465,2.381868",48.89465,2.381868,6,0,1.0,0.0
593,19009,Cité des Sciences et de l'Industrie,75,30,"48.89659571178903,2.384599149227142",48.89659571178903,2.384599149227142,6,13,0.32,0.68
594,19010,Emile Reynaud - Porte de la Villette,57,22,"48.90098953630053,2.3887022584676743",48.90098953630053,2.3887022584676743,4,2,0.67,0.33
595,19012,Lally-Tollendal - Armand Carrel,-26,28,"48.88270066221072,2.374717555940151",48.88270066221072,2.374717555940151,0,0,,
596,19013,Laumière - Petit,-55,34,"48.88467368538326,2.380039058625698",48.88467368538326,2.380039058625698,2,4,0.33,0.67
597,19014,Lorraine - Jean Jaurès,6,19,"48.8863865,2.3825772",48.8863865,2.3825772,1,2,0.33,0.67
598,19015,Thionville - Ourcq,79,24,"48.88917613743794,2.3833653330802917",48.88917613743794,2.3833653330802917,6,3,0.67,0.33
599,19016,Hautpoul - Jean Jaurès,23,33,"48.88639367943585,2.386541454435452",48.88639367943585,2.386541454435452,1,1,0.5,0.5
600,19019,Petit - Manin,21,22,"48.88650687534334,2.3938155401308374",48.88650687534334,2.3938155401308374,1,3,0.25,0.75
601,19021,Mairie du 19ème,-31,27,"48.88256264247959,2.3812624812126164",48.88256264247959,2.3812624812126164,1,1,0.5,0.5
602,19022,Marché Secrétan,31,26,"48.88125496379482,2.373463287949562",48.88125496379482,2.373463287949562,1,1,0.5,0.5
603,19023,Manin - Simon Bolivar,-174,26,"48.87649965412676,2.379407362599104",48.87649965412676,2.379407362599104,0,0,,
604,19024,Botzaris - Parc des Buttes Chaumont,-71,20,"48.877951,2.381464",48.877951,2.381464,1,2,0.33,0.67
605,19025,Botzaris - Crimée,-139,21,"48.87959698690176,2.3887913337477067",48.87959698690176,2.3887913337477067,1,1,0.5,0.5
606,19026,Place de Rhin et Danube,-48,17,"48.88192765861766,2.392586767673493",48.88192765861766,2.392586767673493,0,0,,
607,19027,Serrurier,-95,18,"48.8804934032465,2.39806417375803",48.8804934032465,2.39806417375803,0,1,0.0,1.0
608,19029,Seine - Flandre,-41,19,"48.886785741479684,2.3746193200349808",48.886785741479684,2.3746193200349808,0,3,0.0,1.0
609,19030,Melun - Jean Jaurès,25,28,"48.8837796723475,2.376477420330048",48.8837796723475,2.376477420330048,0,7,0.0,1.0
610,19031,Manin - Crimée,16,23,"48.8831217743719,2.3863670602440834",48.8831217743719,2.3863670602440834,0,2,0.0,1.0
611,19032,Villette - Belleville,-116,48,"48.872687731400255,2.3764613270759587",48.872687731400255,2.3764613270759587,4,4,0.5,0.5
612,19033,Cambrai - Benjamin Constant,-24,43,"48.89594736851349,2.381133802246315",48.89594736851349,2.381133802246315,0,0,,
613,19036,Hôpital Robert Debré,-131,33,"48.88005222200894,2.4008650346327003",48.88005222200894,2.4008650346327003,0,0,,
614,19037,Belleville - Porte des Lilas,-94,32,"48.87660391892763,2.404769691129476",48.87660391892763,2.404769691129476,0,3,0.0,1.0
615,19038,Lassus - Delouvain,-83,20,"48.87550448459959,2.3890327325518528",48.87550448459959,2.3890327325518528,0,0,,
616,19039,Edouard Pailleron - Simon Bolivar,-100,24,"48.87979886049996,2.374839261174202",48.87979886049996,2.374839261174202,1,2,0.33,0.67
617,19040,Belleville - Télégraphe,-175,41,"48.8756045,2.3995549",48.8756045,2.3995549,0,0,,
618,19041,Belleville - Pyrénées,-313,42,"48.8741908,2.3860039",48.8741908,2.3860039,0,1,0.0,1.0
619,19043,Delphine Seyrig - Général Leclerc,-76,53,"48.893923963057865,2.39790290594101",48.893923963057865,2.39790290594101,6,7,0.46,0.54
620,19044,Grands Moulins de Pantin,-33,50,"48.89738369720229,2.3959985375404362",48.89738369720229,2.3959985375404362,1,9,0.1,0.9
621,19046,Porte de Pantin.,8,33,"48.889199725577164,2.3950181901454926",48.889199725577164,2.3950181901454926,17,12,0.59,0.41
622,19101,Square Simon Bolivar,-115,24,"48.8750898883217,2.3826304078102116",48.8750898883217,2.3826304078102116,1,0,1.0,0.0
623,19102,Rampal - Belleville,-11,17,"48.87302160155955,2.379910983145237",48.87302160155955,2.379910983145237,0,1,0.0,1.0
624,19103,Manin - Carrières d'Amérique,6,20,"48.88467214209463,2.3919698596000676",48.88467214209463,2.3919698596000676,0,1,0.0,1.0
625,19105,Ambroise Rendu - Porte Brunet,6,17,"48.883667,2.395733",48.883667,2.395733,0,1,0.0,1.0
626,19108,Gaston Tessier - Rosa Parks RER,15,37,"48.8963765,2.3743692",48.8963765,2.3743692,0,3,0.0,1.0
